LAB_0005,VAR_0001,VAR_0002,VAR_0003,VAR_0004,VAR_0005,VAR_0006,VAR_0007,VAR_0008,VAR_0009,VAR_0010,VAR_0011,VAR_0012,VAR_0013,VAR_0014,VAR_0015,VAR_0016,VAR_0017,VAR_0018,VAR_0019,VAR_0020,VAR_0021
257384,2,2,1,0,0,4230,5960,61,36,6,2569,34.5947,0.40583062,884912.06,3582459.2,0.6006205,1577.6273,9,213884.81,1961123.5,1593838.9
258088,2,0,0,0,0,1688,1732,64,45,5,3340,2.3676133,0.81825525,1993260.4,3586713.8,0.7510777,606.941,4,205290.06,2750980.2,9009087
258245,2,2,1,0,0,5042,937,68,29,3,3744,34.847557,0.9087128,1109214.9,131281.56,0.99190056,108.128426,2,41055.316,2758098.2,3285578
259683,2,2,2,0,0,2290,334,58,37,2,4131,28.433508,0.5149546,2478941,1816910.4,0.9889715,152.67316,9,178018.02,3451496,9930153
260036,2,2,1,0,0,5960,4314,29,41,0,1655,25.105015,0.39570627,2449478.5,2842846.8,0.122134246,786.3193,6,57742.875,3515843,5575397.5
260503,0,0,2,0,0,10056,7488,15,53,0,3901,18.765484,0.13649529,2106495,2681097.2,0.40616322,1760.1321,5,124389.09,3471522,6982483.5
263087,2,0,1,0,0,7309,2654,4,47,0,4986,2.5850139,0.9523816,2289065.8,2671536.2,0.30047292,1541.6407,6,219677.58,2807108.8,4620599.5
264304,2,1,0,0,0,9648,3276,46,9,6,1550,22.698273,0.9698367,1513580.1,5185402.5,0.4668624,869.7869,10,59211.848,760501.7,6797087
264729,1,0,0,0,0,9220,893,72,37,6,1877,7.111866,0.7852523,1781829.9,6202913,0.56851417,1072.9705,10,193791.28,2197186.2,7971682.5
264741,1,0,0,0,0,1501,2908,48,3,1,1620,15.218245,0.9050122,512610.22,3014274.5,0.8327439,1230.731,2,178271.2,1199872.4,2676278
266715,1,0,2,0,0,1424,3831,73,35,4,798,16.241812,0.4981311,388029.3,2399986.5,0.796813,1737.1957,0,111708.625,1371608,12216666
266770,0,2,0,0,0,9392,8866,62,38,0,3604,13.962041,0.08054338,2035021.6,2260391.8,0.058399454,675.20575,9,207790.47,2611637,4609456
266804,0,0,2,0,0,1491,3319,57,41,3,1396,11.384404,0.7564409,218350.33,5463381.5,0.55770564,1126.2205,6,59144.14,675487.56,4101391.2
266850,1,1,1,0,0,155,6552,37,48,5,3563,6.2648525,0.71352726,1415612.2,2541691.8,1.008108,374.34485,0,189105.27,1873919.4,6797891
268680,2,1,2,0,0,5331,7656,47,35,6,3249,12.972368,0.039948054,1157923.5,3933252,0.44167992,131.65547,10,23905.727,1919458,5502409.5
268936,0,1,2,0,0,2032,4640,76,51,4,233,14.801725,0.9437555,730814.8,6268164,0.92783207,1716.5593,8,115984.76,941622.94,874984.9
269451,0,1,1,0,0,1451,9731,36,20,5,4734,16.485783,0.9452237,1103375.9,4433892.5,0.950851,1186.1608,3,174124.19,430856.84,10458346
270792,2,1,0,0,0,5702,7542,95,39,3,343,29.360268,0.6540532,897065.7,8932168,0.54553145,720.02325,10,217088.86,3471591,258163.95
271495,1,1,0,0,0,38,4982,98,32,1,3304,31.869461,0.82167464,942214.06,1486732.1,0.56137776,52.49276,4,124737.484,2188279.5,1151552.2
272280,1,0,1,0,0,8380,9568,8,9,2,3843,26.683876,0.2390147,2752008.8,8527667,0.1337427,804.4951,4,111531.63,3159155.2,3518194
273917,1,1,1,0,0,3416,1236,86,50,7,1748,28.549686,0.20989406,1899701.5,7155013.5,0.36254132,1571.4326,2,182055.75,1578264.8,10100079
274409,0,0,2,0,0,432,2097,36,45,5,4534,28.87456,0.9755228,556718.6,3465068,0.82868594,1386.6138,0,221961.5,1914286.1,2531113.8
274549,1,0,2,0,0,8022,4507,83,24,6,3611,16.247667,0.45436123,865388.5,2699581.2,0.92676044,1749.4221,4,187307.88,1262475.5,11295906
276289,1,1,0,0,0,3827,5151,22,47,0,1173,16.219055,0.24621253,1712559.2,6751481,0.45187598,428.66733,1,49735.395,2102830.8,7475434
278358,1,2,2,0,0,9115,5180,101,15,2,2066,23.259045,0.31271493,324280.94,1915859.5,0.03522288,136.88493,5,89504.19,1755791.2,797532.94
279266,1,2,0,0,0,7070,5431,52,0,6,2385,33.27456,0.24274476,1621563.9,7395306.5,0.3569897,1339.3582,7,6271.4473,3276143.8,3325088
280765,1,1,2,0,0,1788,4210,14,25,5,133,15.181276,0.7895305,2550779.8,4379575.5,0.4972194,1187.4207,0,148357.39,2807343.2,7370277.5
283102,2,1,2,0,0,3194,5754,74,12,5,3671,21.113192,0.26488006,1304074.6,6806171,0.9584693,1345.4153,3,147325.52,826462.8,6055887
283228,0,1,0,0,0,5458,1782,95,34,6,1225,15.112852,0.950024,530582.44,255542.52,0.55349183,4.4938803,11,67269.76,58400.094,10860467
283802,0,1,2,0,0,6585,924,67,53,0,2289,8.539112,0.41539428,1841869.5,3545465.2,0.76331353,32.13608,6,164327.72,447549.38,3944672.2
283972,1,0,1,0,0,4092,3132,12,13,7,3862,21.577518,0.047054,533224.1,675218.6,0.33196816,1465.9668,5,137990.5,572046.94,12609131
286138,1,0,1,0,0,689,8069,67,21,3,1721,21.347599,0.49609628,1271730.1,7971112,0.9569029,1703.3279,3,110906.19,2882057,8178734
286677,0,1,2,0,0,2575,8796,97,3,0,3626,5.1720905,0.5520835,1939860,858881.8,1.0030053,433.62167,11,23826.328,3336997,4740433.5
286812,1,1,1,0,0,2895,6113,33,3,3,4305,13.132496,0.4835784,2232169,5270953,0.7655182,192.78539,3,34896.117,1489813.8,5283905
287577,1,1,0,0,0,9200,6198,0,16,1,795,18.915462,0.907509,15106.654,5883068.5,0.8153493,1667.1561,5,5139.6865,1014001.4,2112967.5
288418,1,2,1,0,0,5434,5967,59,47,0,3615,23.454826,0.7188992,1415558,3237829.5,0.906869,1308.5916,5,67526.5,1109962.9,3362991
288464,0,0,2,0,0,9097,3869,59,17,4,521,26.909674,0.030061437,727492.44,6018061,0.047624223,1200.76,2,121756.61,198292.48,8098090.5
288625,0,2,0,0,0,9948,9880,35,41,3,1581,2.856093,0.39453724,435607.5,3301854.2,0.35843146,1178.5421,8,65762.32,382764.06,7252087.5
288744,0,0,1,0,0,3737,7691,14,55,1,3007,22.920906,0.08562054,336025.38,4031442,0.2940478,737.9151,9,23863.516,1580246.5,6394784
290105,0,1,0,0,0,4770,9230,68,31,3,1457,31.680006,0.94319475,18605.217,5082998,0.37867394,1790.3522,7,207529.89,1560411.2,6591328.5
290514,0,0,0,0,0,3320,674,80,29,5,1480,34.069885,0.8024593,2417191.8,1973045.6,0.39698526,548.78595,3,5070.493,2360667.8,4779935
291931,0,0,2,0,0,3518,1240,32,0,0,2795,27.538046,0.39515433,1521184.1,787120.9,0.5704143,277.65005,4,169424.8,164827.44,7229504.5
292258,2,2,1,0,0,6782,9883,69,37,2,301,1.3982501,0.9545961,1184591.1,7075327,0.030826544,637.0588,0,207647.61,1774377.4,10214060
294219,1,0,2,0,0,6442,4314,64,32,7,1795,26.295654,0.26175156,353369.34,1250057.5,0.37333643,199.036,6,165680.38,1812209.4,8272943.5
294504,1,1,0,0,0,4510,6442,1,21,5,4288,12.343564,0.18393084,1570340.9,6139656.5,0.11056177,1141.0646,0,163706.58,3017684.2,2261530.8
295931,1,0,0,0,0,3765,5369,66,50,3,1736,10.683326,0.46487466,1177049.6,711348.8,0.16204582,687.00287,7,173410.75,1181321.2,4473978.5
296127,2,2,0,0,0,3909,8051,95,54,1,3209,13.771603,0.87945396,181.56404,2504531.8,0.40185592,1740.0096,9,31809.586,247588.72,8961744
296360,2,2,0,0,0,4541,5191,49,5,5,534,23.118883,0.78999585,1832756.2,7268139.5,1.0208077,537.628,3,145842.75,1340636.1,6861916
299551,1,2,1,0,0,1940,7312,41,25,0,385,31.119505,0.15107314,2327874.2,221033.48,0.19004855,2.9916286,2,118572.266,1249478.6,2346647.5
299928,2,1,2,0,0,4456,4178,54,6,4,4360,16.42836,0.84189487,274220.9,6656084.5,0.01750388,1619.186,1,10971.173,1727597,9592426
301076,0,1,2,0,0,8088,8576,22,30,3,2813,36.238342,0.7078753,365370.16,7345505,0.97046494,1319.7517,10,44996.27,3214932.8,6532257.5
301759,2,2,2,0,0,5213,5176,54,58,7,1530,13.35851,0.90032506,1730262.5,9090695,0.6753109,475.70724,6,79701.14,2495372,6511402.5
302073,0,1,0,0,0,249,3247,19,53,4,596,9.098902,0.45289397,298180.94,1308950.5,0.4969435,956.4625,1,216680.48,36902.445,6362673.5
302074,0,2,0,0,0,7903,8069,6,44,5,735,36.910774,0.2886281,1449409.1,1156023.5,0.41634154,707.96326,0,29302.072,41237.34,11471603
302748,0,0,1,0,0,284,5503,2,8,4,1687,36.728848,0.49210963,1387193.6,2240254.5,0.1417889,1133.907,8,94747.06,2087415.9,5444763
303407,1,1,1,0,0,6523,7963,22,42,7,4286,8.174748,0.5348852,1682556.8,4795334,0.30234042,1147.2822,7,176311.52,1544518.6,6489341.5
303706,2,0,1,0,0,4849,1689,96,19,4,4879,12.380265,0.18339907,1776616.1,7562926.5,0.19318172,245.18352,1,89922.44,203134.2,2852301
304332,1,1,2,0,0,4163,354,34,53,0,1480,13.963469,0.5542818,2054415.8,3453742,0.55786014,714.1313,8,37578.305,3046395.2,6388232.5
306254,0,1,2,0,0,8805,7543,76,29,7,3395,11.755104,0.73920816,1220544.9,1547812.6,0.7796172,927.18774,5,173302.16,1099560.5,1516423.6
306993,0,2,1,0,0,9684,8377,34,14,2,4900,4.443903,0.066526406,480727.47,4971203.5,0.5493884,297.92004,2,38010.125,2713554.5,5854824
308135,1,0,0,0,0,5247,1491,47,13,0,2791,22.001883,0.35366768,979329.3,8565533,0.93984026,477.72794,7,155991.6,2611017.8,4080265
308817,2,1,1,0,0,6490,2970,95,26,0,3683,13.982016,0.7905773,1678758.2,2880816.5,0.4227937,1410.834,3,103448.34,1971520.6,4930548
309453,0,0,0,0,0,8313,3034,15,24,3,1232,11.072218,0.15178041,2404477.8,7779117,0.16589527,386.60257,11,215605.89,333435.7,7332338
310853,2,1,1,0,0,3631,1325,69,13,2,4845,23.227373,0.260846,604631.6,2930965.5,0.6328256,705.8098,9,195993.27,2579338.2,3828798.5
311413,2,0,1,0,0,8648,4207,52,43,2,2763,26.917889,0.66283107,2580373.2,3814264,0.9077833,489.3377,2,163905.78,3245166.8,6270076
311998,2,2,1,0,0,3747,5485,54,23,3,3991,32.316757,0.69668627,1494570.9,2822296.5,0.5320587,1199.157,6,42298.723,537316.1,9177654
315570,0,2,2,0,0,1077,3243,59,41,6,4623,8.306667,0.34276557,1007802.1,3246940.2,0.8698604,1220.9905,2,215401.62,2478603,12701585
316756,0,0,0,0,0,3186,1371,46,20,2,2026,21.177021,0.8940443,1103157.8,8107302.5,0.75425315,648.47144,10,30765.03,2981847.5,3699889.2
317802,1,2,1,0,0,8672,2673,24,19,2,2902,30.739923,0.4253501,2661054.8,2366855,0.28600344,322.54282,3,204917.47,2210219.2,2921053.2
318028,1,0,2,0,0,3186,8465,2,24,5,4742,10.637255,0.66837126,2676150.8,9000594,0.216361,1008.3593,4,109519.94,3051694.2,11779263
320148,1,0,0,0,0,2015,7699,48,27,0,2960,27.659683,0.007779384,283001.6,3441657.5,0.50576377,108.59932,5,138337.17,3201520.5,12948102
320506,1,2,0,0,0,7995,2951,31,17,4,3463,20.626646,0.3283611,2518681.8,4943492.5,0.65156347,53.909718,0,172414.78,3001103.2,11524040
321576,0,1,1,0,0,5739,2118,12,39,7,120,6.948331,0.8749256,955147.4,3324876,0.49023402,1490.6604,4,137080.92,2828632.8,4201918.5
321797,0,1,2,0,0,4454,9570,92,40,2,3486,1.5402484,0.9659457,2106298.5,2928627.2,0.16684335,848.9714,7,167954.86,3034416.5,12841393
322810,1,0,1,0,0,8508,6778,101,24,1,4932,17.968758,0.2214198,1076034.4,2811305.2,0.48985204,570.04816,5,60431.535,2102147.8,1556921.5
322891,1,0,0,0,0,3803,665,82,58,3,320,14.798262,0.52465785,960741,217035.9,0.5621661,1746.9081,7,134862.98,351606.38,137848.97
323119,1,0,0,0,0,4598,9773,57,56,7,1044,30.641106,0.70060515,1855164,6987953.5,0.5446795,727.9319,9,78188.266,393435.22,6909677
323576,1,2,0,0,0,9843,6246,86,21,4,1474,21.13253,0.8841553,1825921.6,5774865,0.9679378,89.132706,7,218783.33,2678015.2,10421501
324571,1,1,2,0,0,2288,1340,14,58,4,63,8.893151,0.53954375,217589.2,6301029,0.5095032,749.57666,6,74434.72,1290123.4,5137822.5
325914,2,2,1,0,0,236,1694,31,0,2,1794,17.032852,0.07190153,2318835.5,5253005.5,0.3961802,5.424285,8,65964.164,3158900,1275799
326475,2,0,1,0,0,7452,5345,70,56,7,2383,33.43873,0.64082754,2377364.8,924300.8,0.08365436,49.79285,4,60838.766,2632011.8,2187657.8
326932,2,2,0,0,0,2456,9819,5,37,4,1307,4.8434744,0.20790412,701248.5,427411.72,0.060996737,1443.7897,2,52317.55,2161221,2168004
327102,0,2,2,0,0,1358,2668,6,36,2,1214,24.59817,0.014187766,2280329.5,8862200,0.4641694,313.8295,2,159387.86,2301330.2,2513644.5
328149,2,0,0,0,0,5715,3116,61,29,7,1092,25.60689,0.43138635,2648945.8,4131980.2,0.84138125,1404.4269,0,147745.5,66622.414,12594666
328243,0,0,0,0,0,6857,8134,13,54,7,2658,16.292374,0.46703312,2701674,7550240,0.65852857,1078.3672,1,123219.125,3295929.2,1078561.1
328466,0,1,2,0,0,9719,6082,6,32,6,738,29.781158,0.53672373,710825.7,5145536.5,0.6314938,1004.5332,11,139616.55,2555105.5,11161807
329811,1,1,1,0,0,9951,1451,22,54,6,4141,6.653324,0.9714288,2158310.2,8914051,0.48180664,17.227291,2,83117.61,402579.28,3231875.2
330586,2,0,0,0,0,9043,5868,37,13,3,952,23.50055,0.36421016,626818.25,8829033,0.8956496,1046.4595,6,42112.367,2815691,4600333
331298,0,2,0,0,0,1502,6836,75,15,4,2432,18.515223,0.44446644,1865918.2,513273.03,0.009946859,757.60724,6,47608.504,568525.5,10795465
331704,1,1,2,0,0,8312,7705,47,36,6,4326,21.947035,0.88539046,2387533.2,4791859,0.832612,544.57526,10,46865.91,102522.68,12385225
333248,1,1,1,0,0,1627,2945,38,29,7,2485,6.730117,0.43211815,282963.78,2894534,0.066870734,1426.9536,4,188655.31,1692445.9,786380.9
333324,2,0,0,0,0,7590,5479,100,41,6,2214,9.993286,0.1723446,2587448,4322125.5,0.8647051,1221.9224,7,39732.38,2904277.8,2907318.8
333977,1,0,2,0,0,6432,3582,19,18,7,1932,22.17849,0.30221164,453226.44,5583054,0.6955315,726.151,5,121562.984,560186.2,1966482
335685,0,1,1,0,0,3033,469,99,4,2,2571,22.312494,0.02120738,857515.44,6625045.5,0.19371068,945.177,8,115522.54,807815.94,364341.62
336537,2,2,2,0,0,4675,7827,21,30,7,1762,34.0596,0.7069948,2685812.5,4426955.5,0.9201659,1771.6344,7,55371.5,3048383,6710531
336797,1,0,1,0,0,9721,4059,96,20,6,2699,27.159739,0.12779814,1885374.6,4133869.8,0.8481809,98.586845,11,75999.4,3233182.5,11390772
337916,2,1,0,0,0,4678,6364,85,0,4,332,13.686922,0.56046116,41870.574,351318.78,0.19614975,581.9559,3,147833.64,738870.44,280291.2
338472,1,1,2,0,0,9852,1647,36,43,7,2554,29.757381,0.81168604,2323826.8,351487.62,0.91396534,1404.7664,10,10988.676,1319125,5081365.5
339456,0,0,2,0,0,7322,4790,40,38,3,3699,2.3862472,0.71036536,2111210,16084.234,0.7708643,683.30743,2,193128.4,3340423.8,5202069.5
339738,2,2,2,0,0,8151,8043,36,0,1,842,23.602167,0.82388633,2476033.5,3774785,0.43356785,1278.8737,4,120110.86,291565.56,10758125
339977,2,1,1,0,0,6814,9488,83,27,4,178,28.327394,0.033112206,1335234,3561233.5,0.27916354,27.448654,1,89156.79,1653137.4,3725790
341214,2,2,0,0,0,5278,1140,65,3,3,702,29.088707,0.35897803,1614549.2,1202231,0.06323518,377.04468,10,121855.79,1880743.1,1072296
341614,0,2,1,0,0,4033,5509,46,45,3,4901,22.670382,0.11070417,2590131.2,9059637,0.79248667,801.4965,9,21348.504,1285878.8,7563643.5
341630,1,2,1,0,0,308,6231,32,27,0,3191,6.8157606,0.49564546,2159108.2,6338082.5,0.71604127,665.545,2,196202.55,690547.44,11407242
341782,0,0,1,0,0,4234,5475,29,11,1,2940,11.765297,0.6467298,1594657.1,1326741.6,0.66948956,1635.6478,0,218741.02,2900333.5,2207735.2
342895,2,2,2,0,0,973,6702,47,45,0,3523,5.2835627,0.58296365,237674.4,2311794,0.020324204,178.76344,3,170786.81,1482880.5,148130.81
343008,0,0,0,0,0,1950,3752,52,5,6,3442,35.10433,0.4477448,685885.3,1765551.6,0.1648217,863.09326,10,12916.983,1014066.06,1152282.1
343219,0,0,2,0,0,7549,8638,91,22,1,3552,16.654514,0.74494874,1761780.4,6586062.5,0.752747,913.8592,10,75713.02,1526339.6,1644906.1
343258,2,2,2,0,0,9890,3439,34,47,5,4021,22.921669,0.6555893,2466261,3149161.2,0.24894577,807.6613,3,124530.88,1945.84,9002348
343304,2,0,1,0,0,6664,8893,65,4,4,1630,32.95993,0.51920587,1297614.4,3600941,0.032035675,779.70044,2,149378.61,2200543.2,11683150
344547,1,1,0,0,0,6310,8288,42,15,0,3020,7.2232847,0.036826663,2505250,2680832.8,0.06269382,719.4693,4,42225.15,1612677.2,2398886.5
346249,0,0,0,0,0,6194,7775,30,26,6,2957,7.792426,0.5485286,2327559.8,1425384,0.057853796,1507.3226,2,73699.805,479804.34,2347190.5
346696,0,2,0,0,0,4126,7743,80,34,5,4648,32.642677,0.13093588,2245601.2,6368638,0.03372643,1460.2667,10,111374.73,596395.8,4132445.5
347460,0,1,0,0,0,2841,2643,56,38,6,2279,19.051994,0.43610585,1851850.6,6001894,0.626199,375.8205,9,180166.56,2019058.2,266210.72
347774,1,0,2,0,0,8667,7569,34,35,1,3709,8.257435,0.75674295,666580.5,5575011.5,0.71249586,1381.5844,6,160602.81,1689396.8,11858939
348224,2,2,2,0,0,6014,1086,71,32,2,3777,26.420012,0.8812965,1484381.4,6486571,0.43065336,1277.0826,6,174698.14,1581623,2107630.2
348503,0,0,1,0,0,6880,3428,45,27,0,3635,9.839003,0.07068054,340843.4,1614724.1,0.6192266,328.5458,7,117191.336,745353.1,2196972.8
349202,1,0,1,0,0,5343,6392,16,50,4,875,7.112441,0.08377826,35581.453,4042789.8,0.13727248,1667.4459,8,59687.12,2472277,9732550
349671,2,2,0,0,0,1796,3146,42,25,3,2666,20.395313,0.20613329,298198.72,6920288,0.019131588,1121.0912,11,120971.89,1516146.4,10681824
351082,1,1,0,0,0,6230,6796,60,22,7,3624,9.78714,0.6216681,402837.66,5405873,0.036472715,597.18256,9,216764.77,3067986.2,5825424
352457,1,0,2,0,0,5145,2438,10,3,2,3928,4.778932,0.28122455,403420.8,5275944.5,0.7166155,1193.6367,11,137729.34,2937717,7906283.5
352983,2,1,1,0,0,5311,6034,31,17,7,2837,28.68865,0.7642125,1568727.1,6973025,0.7195525,141.55176,1,36698.1,1709632.9,10071723
353871,2,2,2,0,0,3529,8002,77,50,1,3474,34.141644,0.27811778,376963.28,3554564.8,0.2962389,1110.9238,9,114367.234,1439548.6,6870700.5
354123,1,2,2,0,0,7461,498,78,56,6,907,34.528038,0.062417433,979521.25,6840279,0.3718572,158.98976,1,40036.55,3036543.2,4683040.5
354933,2,0,2,0,0,161,3938,0,40,5,83,23.665325,0.045749355,1577630.5,6048339.5,0.42253435,786.0838,8,79171.54,1776243,6548470
356563,0,0,0,0,0,2286,3522,60,50,0,4153,4.441641,0.2932284,1293583.8,8296004,0.062053923,1105.7965,9,177203.58,1461171.8,7223690.5
357159,0,1,2,0,0,498,2060,30,25,5,3780,34.595074,0.9536049,2714211.8,2890748.2,0.46908188,1388.2587,10,35620.363,1527438.4,10204013
358299,2,2,2,0,0,7367,915,0,6,7,1118,19.355558,0.013847572,2182137.8,6997158.5,0.04666748,266.94373,5,170202.22,1273901.4,5364661.5
358905,2,1,2,0,0,5829,6764,57,19,4,4152,18.100899,0.53515923,2001211,8697210,0.34551722,791.0203,3,69455.16,2051469.2,1174767.8
359316,2,1,2,0,0,3279,1068,15,0,2,4645,35.83439,0.9486611,999812,3362971.5,0.65370363,1753.0198,1,117139.67,1711205.5,7875520.5
359541,1,1,1,0,0,8135,8817,56,37,3,456,6.7356977,0.29669005,2071066.1,8805887,0.96730024,1587.005,5,223462.2,1124328.5,9495583
360037,0,2,0,0,0,2225,304,55,47,4,4132,32.571503,0.83181715,1335350.8,6543937.5,0.19542563,540.3896,8,111139.76,601718.6,505019.3
360608,2,1,0,0,0,2936,4190,33,21,2,2087,25.63208,0.79991454,41865.477,8928319,0.04890469,1699.1326,10,109304.9,472660.6,12264877
360902,1,0,0,0,0,118,7178,86,2,7,3693,20.035885,0.7941398,2282090,7769290,0.28310287,155.82379,10,157856.39,2014559.1,5840110
362453,0,2,0,0,0,7206,4381,43,52,3,4146,7.6693087,0.52248985,804228.7,5137245.5,0.97605,1383.7689,5,168194.17,3045989,1783287.9
362458,1,1,0,0,0,1768,7489,28,39,4,1962,23.689966,0.49903467,931647.9,5401523,0.19405258,1777.1312,1,137380.39,580210.1,6950321.5
363562,1,1,2,0,0,1284,8237,13,33,6,1739,13.524586,0.4311751,1269011.6,3425336,0.37603012,1790.8137,4,95542.26,1400865,12289673
363727,1,1,1,0,0,4875,4224,59,16,4,3387,29.603603,0.077273555,920942,5911743.5,0.18675795,917.3656,3,169371.94,3096777.5,3203078
365581,1,2,0,0,0,9208,1674,70,57,3,148,5.5161233,0.2772473,1005123.75,6891810.5,0.54554415,233.17859,3,220020.27,508365.53,5826558.5
368212,2,0,0,0,0,4011,8550,34,57,3,1397,6.2327385,0.50214195,992488.06,8706338,0.15263651,1497.1956,4,10620.197,3266480.8,5954601.5
370899,0,0,2,0,0,2782,8946,44,55,7,4036,23.226246,0.524583,1754485.9,3895231.2,0.2698364,141.52687,0,3248.1914,956713.7,8152742
371270,0,2,1,0,0,496,7275,18,34,2,2809,34.21315,0.87413114,1950073.5,4057294.8,0.38259196,1282.6039,9,2564.1318,696045.1,5877636.5
371793,1,2,1,0,0,1506,6890,47,20,2,1438,35.32108,0.16751277,147627.84,6634100.5,0.69624555,1767.7981,5,32882.09,31195.357,7143228
372265,1,1,0,0,0,5085,4559,2,47,2,1797,27.218273,0.17823632,2260709.2,8224503,0.3847421,932.20807,9,142025.84,2791061.2,4270992
373576,2,2,2,0,0,3868,9771,67,37,4,951,6.437175,0.8265094,1404542.1,5956697.5,0.30397496,1305.3939,8,27925.14,17643.418,6864845.5
375523,2,2,2,0,0,1354,8614,90,21,0,1306,15.162849,0.4164142,1305329.9,821389.94,1.0139471,233.29039,8,129011.695,662216.9,8273671.5
376240,1,2,0,0,0,4099,2730,30,14,1,2794,22.678553,0.17780823,2674586.5,2931088.8,0.89978826,207.5855,6,127737.98,2473170.8,385233.28
376929,0,0,1,0,0,3318,9422,55,43,4,4525,15.551722,0.7471432,240211.36,2775326,0.56384045,1335.1381,11,99973.21,597516.06,7238888.5
377370,1,2,2,0,0,9350,2058,31,53,3,3192,20.270935,0.40387082,2634269.8,5378681.5,0.65085435,1527.5789,5,135117.2,2972329.2,8479674
380433,0,1,0,0,0,709,5026,31,32,7,2089,21.21178,0.7130986,291424.94,7789465,0.9020018,124.23102,4,108054.34,1248181.1,2556869.8
383602,1,2,1,0,0,9924,166,0,6,5,2304,14.170757,0.94599044,176558.36,7759498,0.954592,1150.6698,0,64926.504,1605957,3917447.8
385287,0,0,2,0,0,9412,2888,98,3,2,304,9.261444,0.499859,488165.2,1534339.4,1.0240372,1000.6482,9,31904.45,2571759.2,9565396
386354,1,1,2,0,0,7171,5762,0,14,4,429,5.856436,0.4750843,1033370.1,3881041.8,0.9140172,1036.9646,4,161223.39,1890358.8,4711273
386492,1,2,2,0,0,1886,1309,93,35,1,1566,24.684307,0.8354292,1244366.4,7165895.5,0.30953375,44.310524,2,83177.875,325903.62,9714709
386923,2,2,1,0,0,6585,234,98,20,4,2564,1.9297695,0.9656497,320210.88,6728527.5,0.5391369,1767.0837,8,125529.55,1401744,6029973.5
387550,2,1,0,0,0,9070,5934,75,18,1,2168,23.107101,0.21032077,2427169.8,1250319.8,0.2762068,1075.3276,4,110015.27,2082031.8,12245170
388231,0,2,0,0,0,2331,1241,6,35,4,2584,25.232359,0.46434352,1160606.5,4896157,0.9587967,1485.0548,5,150736.53,1201764.4,6823843.5
388677,1,1,1,0,0,6280,8377,57,19,4,2831,1.9104125,0.2789492,2728604,2552398.8,0.36575302,228.06158,4,94516.53,3237165.2,12335197
389451,0,1,0,0,0,5290,5998,48,30,7,3210,15.157066,0.11710023,1625290.4,7930474.5,0.5911407,1007.4906,0,109279.16,1531055.6,3244298.8
390028,1,2,1,0,0,4586,3529,53,12,4,4036,6.486377,0.49909723,210792.56,8470311,0.82860893,1070.6422,6,3721.7246,256071.69,10556619
390650,2,1,1,0,0,7876,5217,6,42,3,24,22.559267,0.4902839,17960.531,68034.27,0.7329964,720.17487,1,207260.98,1218951.1,4499762.5
391631,1,0,1,0,0,8388,466,80,38,1,1578,36.734833,0.6751417,23655.79,2315282.8,1.0045456,834.0233,6,57413.434,952919.44,11806266
392117,1,1,1,0,0,741,5305,27,33,4,4392,22.892733,0.614198,1434598.4,3996912,0.7613913,1487.0927,6,134133.38,872735.5,3405292.2
392893,1,1,2,0,0,7681,4553,32,43,7,1091,32.584198,0.29021794,2144134.2,1659920.6,0.29713732,40.016735,6,122113.76,3073333,7365581.5
394043,0,1,0,0,0,9219,8145,77,45,7,1058,4.1662016,0.62026584,1020906.8,8789379,0.42019922,988.16754,4,180818.7,2601095.5,4177719.8
394174,2,0,2,0,0,6395,6058,58,32,0,3513,2.944977,0.3997227,1687593.6,8354097.5,0.7364633,1374.3511,3,134497.06,2895607.2,695634.56
395079,0,2,0,0,0,5293,2400,98,16,2,4975,25.843311,0.43258163,1496217,2261516.8,0.5304591,695.1877,7,77626.84,1562436.2,9024191
396386,0,2,0,0,0,2997,1522,37,4,6,1553,22.342516,0.5105405,2244952.5,6943641,0.5061573,1195.2715,3,170352.67,597595.9,11643701
397041,1,1,1,0,0,6390,494,97,27,4,3412,21.337656,0.9403394,829240.5,6138709.5,0.14794488,1177.9515,1,34828.73,168856.36,4660430.5
398727,2,2,2,0,0,8228,4149,15,28,0,2537,13.328226,0.306085,2268449.5,2498707,0.62292755,1732.4337,10,224257.34,1573585.8,5291800.5
398782,1,1,2,0,0,6514,4251,99,44,0,4974,9.662353,0.41002512,2101971.5,6721405.5,0.8761654,1413.139,2,143783.88,862656.94,3024196.5
399461,0,1,2,0,0,9169,8986,77,57,6,3743,18.450222,0.16636363,494775.16,5866573.5,0.8558458,1085.1614,5,124785.42,2191266.2,9163040
399649,0,2,1,0,0,4683,7199,14,2,1,2753,10.934731,0.85756284,427216.06,2670852.2,0.2745004,672.58105,0,135709.28,3378978.5,5159510
400103,2,1,2,0,0,4152,2912,92,46,5,3012,28.000618,0.6554896,884973.9,8235594.5,0.8215008,191.79018,9,17620.512,2629462.5,3192197
401677,0,0,1,0,0,4325,4796,38,48,4,2388,21.076069,0.649393,1221186.1,8218966,0.4462868,828.4101,9,145025.98,2466398.8,6903803
403600,0,1,0,0,0,8577,720,84,30,5,4939,19.855993,0.84017295,1711072,166906.3,0.5606267,816.4656,3,88511.64,433857.22,11216869
403934,0,2,1,0,0,6056,2776,67,12,4,3273,15.857153,0.105298035,441708.97,290565.7,0.81902224,57.855034,10,109165.17,2880874,2967221
